country,year,pct_spending,trend,nr,govexp,fr,fr1,fr2,er,er1,er2,rr,bbr,bbr1,bbr2,bbr_d,dr,er_nat_basis,er_nat_2lvls,rr_nat_basis,bbr_nat_basis,bbr_nat_2lvls,dr_nat_basis,er_sup_basis,rr_sup_basis,bbr_sup_basis,dr_sup_basis,er_nat_mn,rr_nat_mn,bbr_nat_mn,dr_nat_mn,er_sup_mn,rr_sup_mn,bbr_sup_mn,dr_sup_mn,er_nat_enf,rr_nat_enf,bbr_nat_enf,dr_nat_enf,er_sup_enf,rr_sup_enf,bbr_sup_enf,dr_sup_enf,ceil,ind,ind_mn,frl,reg_gk,ref_gk,gk,debt_ratio,def_ratio,ratio65,five,bailout,gdp,pop,debt,ln_govexp,govexp_growth,ln_gdp,gdp_growth,ln_pop,pop_growth,ln_debt,debt_growth,consultation,inpatient_discharge,inpatient_discharge_mil,length,curative_discharge_mil,occupancy_rate,mand,mand_us,admin,pub_priv_rat,prev,inpat_outpat_rat,LTC,gov_left,CT inpatient,CT outpatient,MRI inpatient,MRI outpatient,Hospital employment-to-bed ratio (FTE),total hospital beds,net disposable income (USD 2010),Out of pocket expenses as % of GDP,Health system,inpat,outpat,HOSPITAL_EXP
Finland,1985,5.162,5.118378495,9,5150.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16.106,3.362786309,12.4,0,0,1.17E+11,4902000,18876398593,8.546849251,,25.48715591,,15.40515423,,23.66117859,,3.6,,,19.9,,76.2,0,0,163.5,0.224216593,48.92,0.544301044,,47.1,5.3,0,0.41,0,,,101768.9183,1.28,0,442.87,370.779,
Finland,1986,5.291,5.166134001,9,5423.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16.731,3.825310807,12.6,0,0,1.20E+11,4917000,20149011480,8.598515511,0.05166626,25.514328,0.027172089,15.40820885,0.003054619,23.72642136,0.065242767,3.6,,,19.4,,74.6,0,0,170.4,0.21649807,51.91,0.537137068,,47.1,6.51,0,0.61,0,,,105752.8185,1.238,0,462.294,398.369,
Finland,1987,5.424,5.213889507,9,5757.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,17.962,1.645732166,12.8,0,0,1.25E+11,4931000,22414366154,8.65820694,0.059691429,25.54987907,0.035551071,15.4110527,0.002843857,23.83296776,0.106546402,3.6,,,18.8,20289.8,73.1,0,0,187.9,0.213165937,54.59,0.535660734,,45.3,7.1,0,0.81,0,,,109301.0658,1.243,0,504.421,437.259,
Finland,1988,5.26,5.261645013,9,5874.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,16.831,5.177580322,12.9,0,0,1.31E+11,4948000,22085406588,8.678341866,0.020134926,25.60013008,0.050251007,15.41449356,0.003440857,23.81818199,-0.014785767,3.7,1113206,22505,19.9,20974,77.3,0,0,201.2,0.214991728,57.2,0.535023647,,44.4,7.68,0,1.01,0,,,117052.6709,1.2,0,507.83,441.343,
Finland,1989,5.331,5.309400519,9,6256.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14.547,6.71717348,13.1,0,0,1.38E+11,4965000,20122461631,8.741408348,0.063066483,25.65288734,0.052757263,15.41792393,0.003430367,23.72510338,-0.093078613,3.9,1117225,22504.9,19.2,21149.9,76.7,0,0,200.1,0.209053953,60.75,0.529604913,,44.4,7.86,0,1.21,0,,,120610.5247,1.163,0,532.585,473.042,
Finland,1990,5.799,5.357156025,9,6851.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,14.11,5.31150423,13.3,0,0,1.39E+11,4987000,19545778608,8.832222939,0.09081459,25.65431213,0.001424789,15.42234516,0.004421234,23.69602585,-0.02907753,3.9,1114551,22351.7,18.2,21010.8,74.2,0,0,210.7,0.200009689,65.09,0.525324471,,45.3,9.83,0,1.8,0,,,117504.338,1.118,0,577.423,521.751,
Finland,1991,6.676,5.404911531,9,7421.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,22.326,-0.911892551,13.4,0,0,1.30E+11,5014000,29097308685,8.912150383,0.079927444,25.59333038,-0.06098175,15.42774487,0.005399704,24.09391212,0.397886276,4,1135837,22654.5,18.8,21145.3,72.1,0,0,230.4,0.196990263,67.21,0.529777246,,14.8,10.17,0,2.19,0,,,104625.6236,1.351,0,643.166,570.865,
Finland,1992,6.72,5.452667037,9,7221.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,40.13,-5.309244331,13.6,0,0,1.26E+11,5039000,50562295284,8.884845734,-0.027304649,25.55951881,-0.033811569,15.43271828,0.004973412,24.64647293,0.552560806,3.9,1185496,23512.5,16.6,22035.7,68.4,0,0,244.2,0.21072367,64.21,0.529138999,,0,10.51,0,2.38,0,,,98754.5911,1.453,0,625.791,556.868,
Finland,1993,5.9,5.500422544,9,6294.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,55.291,-8.068992863,13.7,0,0,1.25E+11,5066000,69152900623,8.747447014,-0.13739872,25.552145,-0.00737381,15.43806171,0.005343437,24.95958519,0.313112259,3.9,1238034,24435.9,14.8,22842.6,70.1,0,0,239.9,0.246367353,59.23,0.580145291,,0,11.25,0,2.76,0,,41807,97329.6969,1.619,0,629.453,455.539,
Finland,1994,5.447,5.54817805,9,6040.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,57.619,-6.470341971,13.9,0,0,1.30E+11,5088000,74904017136,8.706192017,-0.041254997,25.5907917,0.038646698,15.44239521,0.004333496,25.03947258,0.07988739,4,1262219,24806.2,13.1,19981.2,67.4,0,0,232.2,0.252138747,58.87,0.569119912,,0,11.79,0,3.34,0,,41695,104382.4317,1.531,0,569.38,431.077,
Finland,1995,5.238,5.595933556,9,6052.9,1,0,0,0,0,0,0,1,0,0,2,3,0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,56.578,-5.928609116,14.1,0,0,1.35E+11,5107000,76644483662,8.708292961,0.002100945,25.63199425,0.041202545,15.44612312,0.003727913,25.06244278,0.0229702,4.1,1257505,24619.4,11.8,19928.9,74,0,0,287.3,0.287696595,89.79,0.542486056,1216.43,40,11.75,0,4.31,0,,41483,116808.05,1.733,0,470.56,396.854,3390.577
Finland,1996,5.317,5.643689062,9,6368.2,1,1,0,0,0,0,0,1,1,0,2,3,0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,56.953,-3.247109543,14.3,0,0,1.40E+11,5126000,79974762943,8.759072304,0.050779343,25.66792107,0.035926819,15.44983578,0.003712654,25.10497665,0.042533875,4.3,1377003,26870.6,11.5,20920.6,,0,0,291.5,0.288830298,95.44,0.54274885,1247,55.6,12.49,0,5.66,0,,41591,120127.9187,1.768,0,492.023,414.516,3519.979
Finland,1997,5.092,5.691444568,9,6480.2,1,1,1,0,0,0,0,1,1,1,2,3,0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,53.882,-1.20916036,14.5,0,0,1.49E+11,5137000,80393324184,8.776506424,0.01743412,25.72857094,0.060649872,15.45197964,0.00214386,25.11019707,0.005220413,4.2,1372857,26710.1,11,20841.4,,0,0,335.3,0.286082034,97.67,0.534833198,1277.29,55.6,12.45,0,6.61,0,,40586,130393.5673,1.657,0,483.01,420.094,3574.036
Finland,1998,4.914,5.739200074,9,6593.8,1,1,1,0,0,0,0,1,1,1,2,3,0,0,0,0,0,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,46.862,1.635626589,14.6,0,0,1.57E+11,5156000,73713451476,8.793885231,0.017378807,25.78141403,0.052843094,15.45567131,0.003691673,25.02345085,-0.086746216,4.2,1381731,26811.5,10.8,20605.3,,0,0,351.5,0.279764544,101.18,0.54154207,1267.98,55.6,12.22,0,8.34,0,,40055,138991.7245,1.539,0,500.556,423.76,3708.103
Finland,1999,4.84,5.78695558,9,6783.2,1,1,1,0,0,0,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,44.009,1.68369799,14.7,0,0,1.64E+11,5165000,72302237871,8.82220459,0.028319359,25.82489777,0.043483734,15.45741558,0.00174427,25.00412178,-0.019329071,4.3,1380476,26725.1,10.6,20447.8,,0,0,331.5,0.287933288,106.22,0.547232737,1259.19,51.6,12.78,0,9.1,0,,39285,145610.4827,1.59,0,521.463,431.446,3769.812
Finland,2000,4.867,5.834711086,9,7044.3,1,1,1,0,0,0,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,42.486,6.855226367,14.8,0,0,1.74E+11,5175000,73733288375,8.859973907,0.037769318,25.87971497,0.0548172,15.45934963,0.001934052,25.02371979,0.019598007,4.3,1110020,21444.6,12.6,20766.4,,0,0,307.6,0.288042344,77.88,0.58287729,1530.61,50,13.52,0,9.85,0,,39027.03,152077.9957,1.585,0,575.473,411.824,3493.071
Finland,2001,5.022,5.882466593,9,7439.5,1,1,1,0,0,0,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,40.947,4.982795267,15,0,0,1.78E+11,5187000,72896841458,8.914559364,0.054585457,25.90520287,0.0254879,15.46166611,0.002316475,25.01231194,-0.011407852,4.3,1083310,20881,12.8,20218.1,,0,0,313.7,0.281069922,81.2,0.555401879,1583.13,50,13.69,0,10.99,0,,38715.09,157184.0674,1.581,0,589.097,471.571,3791.499
Finland,2002,5.343,5.930222099,9,7996.1,1,1,1,0,0,0,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,40.17,4.071104397,15.1,0,0,1.81E+11,5200000,72715237138,8.986709595,0.07215023,25.92186737,0.016664505,15.4641695,0.002503395,25.00981712,-0.002494812,4.2,1068810,20551.7,13.1,19882.3,,0,0,327.5,0.273897974,88.84,0.580911236,1717.63,46.1,13.27,0,12.5,0,,38231.8,159368.2767,1.617,0,654.978,472.523,4393.451
Finland,2003,5.744,5.977977605,9,8504.5,1,1,1,1,0,0,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,42.738,2.441792187,15.3,0,0,1.85E+11,5211000,78906430171,9.048350334,0.061640739,25.94161034,0.019742966,15.46628189,0.002112389,25.09152794,0.081710815,4.2,1059594,20326,12.8,19699.5,,0,0,349.3,0.250418506,95.53,0.584856583,1977.57,44.4,14,0,13.04,0,,37759.31,158576.8715,1.502,0,720.424,511.372,4589.492
Finland,2004,5.872,6.025733111,9,9009,1,1,1,1,1,0,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,42.648,2.209784385,15.6,0,0,1.92E+11,5227000,81831670922,9.105978966,0.057628632,25.98011971,0.038509369,15.46934795,0.003066063,25.12792969,0.036401749,4.2,1046256,20011.9,12.6,19418.2,,0,0,359.9,0.246316476,101.36,0.551136141,2120.15,44.4,14.15,0,13.96,0,,37116.7,166107.8184,1.5,0,718.886,585.485,4774.443
Finland,2005,6.039,6.073488617,9,9525.5,1,1,1,1,1,1,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,39.937,2.593270757,15.8,0,0,1.97E+11,5248000,78760614510,9.161727905,0.05574894,26.00754547,0.027425766,15.4733572,0.004009247,25.08967972,-0.038249969,4.3,1032501,19681.3,12.7,19142.1,,0,0,350.8,0.244881942,109.59,0.539713081,2248.31,44.4,14.68,0,14.68,0,,37000.28,167464.8033,1.52,0,738.28,629.632,4951.368
Finland,2006,5.99,6.121244123,9,9944.6,1,1,1,1,1,1,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,38.059,3.931314957,16,0,0,2.05E+11,5267000,78100260960,9.204785347,0.043057442,26.04729271,0.039747238,15.47697163,0.003614426,25.08125877,-0.008420944,4.3,1009807,19175,12.8,18650.3,,0,0,380.7,0.251653838,112.01,0.511435831,2351.55,44.4,14.81,0,15.19,0,,36793.36,173404.3845,1.58,0,713.722,681.804,5096.449
Finland,2007,5.849,6.168999629,9,10107.2,1,1,1,1,1,1,0,1,1,1,3,2,2,1,0,2,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,33.993,5.132808815,16.4,0,0,2.16E+11,5290000,73373615306,9.221003532,0.016218185,26.09784508,0.050552368,15.48132896,0.004357338,25.01882935,-0.062429428,4.2,984243,18610.2,13.1,18106.7,,0,0,346.5,0.252606558,122.68,0.50791408,2539.1,20.2,16.45,0,15.32,0,,35609.07,181350.4385,1.552,0,715.687,693.384,5182.138
Finland,2008,6.041,6.216755135,9,10499.9,1,1,1,1,1,1,0,1,1,1,3,2,2,1,0,2,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,32.654,4.180454388,16.5,0,0,2.17E+11,5313000,70991346260,9.259120941,0.038117409,26.10502625,0.007181168,15.48566723,0.004338264,24.98582458,-0.033004761,4.3,977978,18405.9,12.6,17882.2,,0,0,350.5,0.252748225,121.66,0.512050982,2624.98,10,,0,15.62,0,,34900.45,179072.5776,1.581,0,748.787,713.542,5300.248
Finland,2009,6.634,6.264510641,9,10508.3,1,1,1,1,1,1,0,1,1,1,3,2,2,1,0,2,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,41.696,-2.528324191,16.7,0,0,1.99E+11,5338000,83153277675,9.259921074,0.000800133,26.01871681,-0.086309433,15.49036121,0.004693985,25.14395142,0.158126831,4.2,963339,18043.9,12.7,17523.9,,0,0,304,0.252220649,115.33,0.50641125,2724.34,10,20.42,0,15.73,0,,33379.69,163454.5995,1.722,0,744.856,725.996,5274.428
Finland,2010,6.586,6.312266148,9,10661.5,1,1,1,1,1,1,0,1,1,1,3,2,2,1,0,2,1,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,47.119,-2.609834313,17,0,0,2.05E+11,5362000,96780075912,9.274394035,0.014472961,26.04820061,0.029483795,15.4948473,0.004486084,25.2957077,0.151756287,4.3,953377,17775.8,11.8,17254.7,,0,0,289.5,0.257371974,114.43,0.505091638,2721.98,10,21.07,0,18.65,0,,31396.19,169205.8763,1.772,0,766.173,750.726,5358.173
Finland,2011,6.694,6.360021654,9,11049.1,1,1,1,1,1,1,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,48.504,-1.044349288,17.5,0,0,2.11E+11,5386000,1.02E+11,9.31010437,0.035710335,26.0735836,0.025382996,15.49931335,0.004466057,25.35005951,0.054351807,4.2,948953,17611.5,11.4,17048.7,,0,0,267.7,0.251959833,115.6,0.5233316,2958.67,32.5,21.34,0,20.23,0,,29751.23,171262.1993,1.732,0,809.942,737.723,5783.171
Finland,2012,6.999,6.40777716,9,11287.8,1,1,1,1,1,1,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,1,1,1,52.888,-2.183259674,18.1,0,0,2.08E+11,5413000,1.10E+11,9.331478119,0.021373749,26.05921936,-0.014364243,15.50431442,0.005001068,25.42222595,0.072166443,4.2,939935,17361.3,11.2,16872.2,,0,0,269.6,0.246690774,119.97,0.517645516,3093.83,52.6,21.8,0,21.61,0,,28684.98,167301.7287,1.739,0,820.904,764.938,5859.867
Finland,2013,7.135,6.455532666,9,11322.6,1,1,1,1,1,1,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,55.579,-2.613874436,18.7,0,0,2.05E+11,5440000,1.14E+11,9.334555626,0.003077507,26.04794502,-0.011274338,15.50928974,0.004975319,25.46057892,0.038352966,4.2,921730,16946.8,10.8,16485.1,,0,0,269.7,0.248327009,120.98,0.509904052,3021.71,52.6,21.7,0,22.06,0,,26499.49,165304.2106,1.799,0,839.35,806.744,5996.481
Finland,2014,7.099,6.503288172,9,11435.3,1,1,1,1,1,1,0,1,1,1,3,3,2,1,0,2,1,2,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,1,1,1,59.025,-3.189001695,19.3,0,0,2.05E+11,,1.21E+11,9.344460487,0.009904861,26.04389,-0.004055023,,,25.51667976,0.056100845,4.2,921713,16876.5,10.6,16482.1,,0,0,278.4,0.251182629,121.36,0.501895763,2932.52,47,21.42,0,23.25,0,,24740.91,166372.4649,1.796,0,815.55,809.389,5825.339
France,1985,5.964,,10,72572.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,30.545,-2.94224,12.8,0,0,1.42E+12,55284270,4.35E+11,11.19233608,,27.98464775,,17.82799911,,26.79867935,,5.2,11621924,20533.4,14.9,18473,79.1,1,1,243.6,0.219696036,55.08,0.726922557,2352.3,100,,,,,,,1178111.162,1.124,4,812.626,305.273,48576.591
France,1986,,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,31.13,-3.165723956,13,0,0,1.46E+12,55546510,4.53E+11,,,28.00705147,0.022403717,17.83273125,0.004732132,26.84005356,0.041374207,5.4,11943168,20994.9,14.3,18908.9,78.8,1,1,,,,,,21.4,,,,,,,1239684.169,,4,..,..,
France,1987,,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,33.46,-1.983771154,13.2,0,0,1.49E+12,55823960,5.00E+11,,,28.03270912,0.025657654,17.83771324,0.004981995,26.9378891,0.097835541,5.4,12074082,21111.5,13.8,19018.5,77.5,1,1,,,,,,0,,,,,,,1273269.088,,4,..,..,
France,1988,,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,33.386,-2.531405873,13.5,0,0,1.56E+12,56117980,5.22E+11,,,28.07787132,0.045162201,17.84296608,0.005252838,26.98083687,0.042947769,5.6,12452671,21649.7,13.4,19538.2,77.8,1,1,,,,,,45,,,,,,,1338991.914,,4,..,..,
France,1989,,,10,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,34.155,-1.753174228,13.7,0,0,1.63E+12,56423400,5.58E+11,,,28.1218071,0.043935776,17.84839439,0.005428314,27.04754639,0.066709518,5.7,12877619,22256.9,12.8,20075.6,77.7,1,1,,,,,,70,,,,,,,1393414.204,,4,..,..,
France,1990,6.047,6.576298462,10,86895,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,35.282,-2.401790243,13.9,0,0,1.68E+12,56708830,5.93E+11,11.3724556,,28.15058136,0.028774261,17.85344124,0.005046844,27.10878372,0.061237335,5.9,13148818,22603.7,12.3,20387.6,77.3,1,1,340.6,0.240178072,55.27,0.711294356,3604.09,70,,,,,,,1433035.673,0.93,4,910.981,369.756,57997.302
France,1991,6.187,6.668116923,10,89825.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,36.14,-2.826967529,14.1,0,0,1.70E+12,56975600,6.14E+11,11.40561962,0.033164024,28.16123009,0.010648727,17.85813332,0.004692078,27.14345932,0.034675598,6.1,13434000,22980.1,11.9,20755.7,77.2,1,1,314,0.24371722,57.38,0.705834634,3886.16,79.5,,,,,,,1430604.519,0.985,4,921.417,384.012,59114.302
France,1992,6.378,6.759935385,10,94081.5,1,0,0,0,0,0,0,1,0,0,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,39.812,-4.55472665,14.3,0,0,1.72E+12,57239850,6.86E+11,11.45191669,0.046297073,28.17585182,0.014621735,17.86276054,0.004627228,27.25485039,0.111391068,6.2,13519305,23013.4,11.7,20734.2,76.6,1,1,321.9,0.240972498,59.91,0.705150019,4254.81,76.8,,,,,,,1460576.685,0.988,4,954.838,399.254,61365.512
France,1993,6.679,6.851753846,10,97928.4,1,1,0,0,0,0,0,1,1,0,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,46.081,-6.298828635,14.6,0,0,1.71E+12,57467080,7.90E+11,11.491992,0.040075302,28.16993523,-0.005916595,17.86672211,0.003961563,27.39516449,0.140314102,6.3,13406276,22724.4,11.7,20387,76,1,1,340.7,0.24170985,62.34,0.706575398,4653.33,17.7,,,,,,,1453912.152,1.025,4,984.02,408.641,63634.535
France,1994,6.619,6.943572308,10,99323.9,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,49.328,-5.369323426,14.8,0,0,1.75E+12,57658770,8.65E+11,11.50614166,0.014149666,28.19272232,0.022787094,17.87005234,0.003330231,27.48604393,0.09087944,6.4,13163839,22232.6,11.7,19843.9,75.7,1,1,378.3,0.247182845,65.43,0.712501058,5063.25,0,,,,,,,1485059.094,0.998,4,1001.572,404.141,65057.304
France,1995,7.776,7.035390769,10,119105.2,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,55.455,-5.124456414,15,0,0,1.79E+12,57844250,9.94E+11,11.68776226,0.181620598,28.21463585,0.021913528,17.87326431,0.003211975,27.62503815,0.138994217,6.4,13248868,22297.5,11.5,19890.6,76,1,1,9800.3,0.208987767,65.46,0.727598498,14804.7,0,,,,,,,1517946.483,0.769,4,999.171,374.074,63028.425
France,1996,7.768,7.127209231,10,120636.3,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,59.367,-3.899654474,15.3,0,0,1.82E+12,58025990,1.08E+12,11.70053577,0.012773514,28.22825623,0.013620377,17.8764019,0.003137589,27.70682526,0.081787109,6.5,13338684,22371.2,11.2,19918.7,75.9,1,1,9872.2,0.210087259,66.83,0.729080159,15649.75,0,,,,,,,1543840.118,0.74,4,1000.82,371.896,63640.891
France,1997,7.678,7.219027692,10,122029.3,1,1,1,0,0,0,0,1,1,1,2,2,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,2,2,0,60.781,-3.626051076,15.5,0,0,1.86E+12,58207490,1.13E+12,11.71201611,0.011480331,28.25079918,0.022542953,17.87952423,0.00312233,27.7529068,0.046081543,6.5,13455394,22489.1,11,19971.1,76.4,1,1,9914.6,0.209152295,67.75,0.727380203,15874.29,57.8,,,,,1.98,507996,1586804.726,0.717,4,995.486,373.105,63999.316
France,1998,7.589,7.310846154,10,124908.5,1,1,1,1,0,0,0,1,1,1,2,2,3,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,60.842,-2.406680719,15.7,0,0,1.93E+12,58397790,1.17E+12,11.7353363,0.023320198,28.2860508,0.035251617,17.8827877,0.003263474,27.78916168,0.036254883,6.6,13497976,22479.1,10.9,19937.7,76.1,1,1,10004.4,0.210255089,69.47,0.723907092,16176.67,100,5.3,1.35,0.9,0.28,2.03,500846,1654437.348,0.702,4,997.46,380.424,64936.754
France,1999,7.585,7.402664615,10,129094,1,1,1,1,1,0,0,1,1,1,2,2,3,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,60.015,-1.578337389,15.8,0,0,1.99E+12,58677400,1.19E+12,11.76829624,0.032959938,28.31863022,0.032579422,17.88756561,0.004777908,27.80805397,0.018892288,6.6,13510012,22385.4,10.6,19808.8,74,1,1,10460.2,0.210768938,71.35,0.717719485,16612.27,100,5.82,1.42,1.18,0.33,2.07,494960,1720877.548,0.706,4,995.403,391.494,66013.637
France,2000,7.526,7.494483077,10,133053,1,1,1,1,1,1,0,1,1,1,2,2,3,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,58.433,-1.31849865,16,0,0,2.07E+12,59062380,1.21E+12,11.79850292,0.03020668,28.35823631,0.039606094,17.894104,0.006538391,27.82094574,0.012891769,6.9,13512961,22239.1,10.7,19706.1,75,1,1,10428.9,0.211196018,72.64,0.713908029,17276.89,100,5.68,1.33,1.35,0.3,2.09,484279,1766492.724,0.694,4,990.476,396.924,66581.401
France,2001,7.627,7.586301538,10,137472.4,1,1,1,1,1,1,0,1,1,1,2,2,3,1,0,0,0,0,0,0,4,4,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,2,2,0,57.943,-1.436545604,16.1,0,0,2.11E+12,59476240,1.22E+12,11.83117867,0.032675743,28.37733269,0.019096375,17.90108681,0.006982803,27.83162308,0.010677338,7.4,13218380,21598.1,10.9,19105.8,75.4,1,1,10579.6,0.210883346,72.88,0.710367698,17785.47,100,6.01,1.36,1.5,0.33,2.18,479025,1795411.31,0.709,4,994.345,405.416,68063.559
